2.0 4.0 1.0 1.0 2.0 1.0 1.4005630644908678 122237.98547080434 505151.5691605146 1639796.8497400326 
24.0 48.0 1.0 1.0 3.0 3.0 0.9869528697389103 158126.88838579934 617737.999677715 1372307.234724353 
40.0 80.0 1.0 1.0 1.0 1.0 2.170386973696615 105035.85025888792 658242.1693196212 1191497.3994557338 
75.0 25.39744522411263 1.0 1.0 4.0 1.0 1.7806255155603692 188375.22471269825 952921.8736270885 1276665.0726124991 
24.0 48.0 1.0 1.0 4.0 2.0 1.3412159729634197 121341.72075145782 714256.7935816387 1063018.7596604778 
17.0 34.0 1.0 1.0 1.0 1.0 2.209010499547963 199986.2316302383 725896.80533625 1824987.9711609788 
29.0 58.0 1.0 1.0 3.0 1.0 2.4216699753812447 110228.43750249856 649215.2178410795 1355214.5091307051 
21.0 28.56479677616519 1.0 1.0 1.0 3.0 1.416930353606598 154294.57988917764 948324.4676371792 1654629.3477468537 
2.0 4.0 1.0 1.0 4.0 3.0 1.1478064381091166 161754.1435608227 622969.2893808191 1654184.0637629302 
30.0 60.0 1.0 1.0 1.0 1.0 2.082500772861221 160320.30387729546 618444.5447351744 1254773.3161268423 
65.0 130.0 1.0 1.0 1.0 2.0 2.264650551041315 108253.36276712522 559201.3817350144 1593568.569540971 
3.0 6.0 1.0 1.0 3.0 2.0 0.9925112557199328 144645.39802509558 886112.0892770153 1386283.8719921815 
14.0 28.0 1.0 1.0 4.0 2.0 1.8563630731454088 194652.83381792263 657721.7707115504 1037515.5564697775 
16.0 32.0 1.0 1.0 4.0 1.0 2.488919654177604 155380.1091465357 694236.5224504629 1249360.4787176996 
26.0 1.3295591910604683 1.0 1.0 1.0 1.0 1.504592271953105 196696.9631595841 663438.7332912057 1195165.1705056312 
22.0 44.0 1.0 1.0 1.0 2.0 1.3864721796298718 155716.2286662354 961321.8182240167 1080392.534361424 
6.0 12.0 1.0 1.0 2.0 3.0 2.1064168529208613 156240.96517371523 504806.19892488193 1951747.4081137367 
28.0 56.0 1.0 1.0 2.0 1.0 2.4434616255620027 125755.56271198177 811718.5826380531 1188259.0712811118 
30.0 60.0 1.0 1.0 3.0 3.0 1.4957875292037497 106770.84087201585 607080.5201311143 1927643.7427779713 
28.0 56.0 1.0 1.0 1.0 2.0 2.3238663491372553 123595.0912824799 671115.2987511692 1055776.0604291235 
19.0 38.0 1.0 1.0 1.0 2.0 2.0816733437588026 147715.49801452702 879152.8328847389 1933399.4351477656 
30.0 60.516117894237645 1.0 1.0 1.0 1.0 2.082500772861221 163998.3451255614 616540.8458220796 1273086.1950182882 
17.0 34.0 1.0 1.0 1.0 2.0 2.2119783527385226 199986.2316302383 740281.675251131 1811220.4100981706 
16.0 32.0 1.0 1.0 4.0 1.0 2.488919654177604 155380.1091465357 944442.1759301331 1296912.089256455 
14.0 28.0 1.0 1.0 4.0 3.0 0.9869528697389103 158924.82982993752 618230.6758614993 1360491.066349707 
75.0 25.39744522411263 1.0 1.0 3.0 1.0 1.77724061901469 152637.92563689017 988176.5287373402 1276665.0726124991 
22.0 44.0 1.0 1.0 3.0 3.0 1.5083104310954734 188107.3502481105 902702.1927455483 1923164.6638302128 
16.0 32.0 1.0 1.0 4.0 2.0 1.4049581569654714 121341.72075145782 979226.4529721809 1107409.2242156668 
24.0 48.0 1.0 1.0 3.0 2.0 1.2403260354842702 158126.88838579934 617737.999677715 1372307.234724353 
16.0 32.21965988128675 1.0 1.0 2.0 1.0 2.209010499547963 197872.20178043318 708262.102475378 1824987.9711609788 
3.0 6.0 1.0 1.0 4.0 3.0 2.3264046911804246 181114.4028842336 587565.7372123479 1089406.3035282108 
96.0 22.683192345081935 1.0 1.0 4.0 2.0 1.2274110807101761 199648.6022640165 731753.547295895 1942837.0854553257 
2.0 4.0 1.0 1.0 4.0 3.0 1.0262445988112798 155963.97156659464 615323.8432608721 1654184.0637629302 
16.0 30.879704398129867 1.0 1.0 4.0 1.0 2.480896607819669 161170.28110146435 701884.4581083935 1249360.4787176996 
24.0 48.0 1.0 1.0 1.0 3.0 1.1809401802208168 166890.26085445474 526917.7347377131 1944943.7490785846 
2.0 2.079536691022126 1.0 1.0 2.0 1.0 1.4005630644908678 153242.0717284594 507873.71012077236 1639796.8497400326 
26.0 46.02011148656321 1.0 1.0 1.0 1.0 1.194617798681094 187069.37259383232 659714.9054947026 1722721.1699937524 
7.0 7.401732865712717 1.0 1.0 2.0 3.0 2.1545858410469463 156240.96517371523 605781.699939886 1961766.552372897 
3.0 6.0 1.0 1.0 4.0 3.0 1.1478064381091166 161754.1435608227 712704.4852051905 1654184.0637629302 
16.0 32.0 1.0 1.0 4.0 2.0 1.4049581569654714 119091.79746951487 875307.023500966 1107409.2242156668 
2.0 4.0 1.0 1.0 3.0 1.0 1.77724061901469 152637.92563689017 997762.971273349 1276665.0726124991 
17.0 34.0 1.0 1.0 1.0 1.0 1.3850710690787935 195224.61983322958 725896.80533625 1651191.822673098 
2.0 2.079536691022126 1.0 1.0 2.0 1.0 2.222713332507256 155738.26533696643 507873.71012077236 1813581.4091342362 
2.0 4.0 1.0 1.0 3.0 3.0 2.3237584641792375 182726.5756554584 587565.7372123479 1088944.8226968853 
16.0 30.954235260396317 1.0 1.0 3.0 1.0 2.4830956090959173 155380.1091465357 694236.5224504629 1249360.4787176996 
29.0 58.0 1.0 1.0 3.0 1.0 2.4270508497093393 110228.43750249856 649215.2178410795 1355214.5091307051 
3.0 6.078219520941351 1.0 1.0 3.0 1.0 0.9925112557199328 144645.39802509558 886112.0892770153 1386283.8719921815 
2.0 2.0194214501782253 1.0 1.0 2.0 2.0 1.4005630644908678 153242.0717284594 507873.71012077236 1639796.8497400326 
16.0 32.0 1.0 1.0 4.0 2.0 1.65105514860034 107510.65055169442 633138.5858744922 1012306.4209515234 
29.0 58.0 1.0 1.0 1.0 2.0 2.09071092675649 143672.64824423505 872272.1687456843 1808135.819474685 
24.0 48.593226881287386 1.0 1.0 3.0 3.0 1.426463745718034 126916.17965002784 684128.8009410823 1654629.3477468537 
26.0 46.02011148656321 1.0 1.0 1.0 1.0 1.194617798681094 134419.2608681157 660668.2479445613 1658571.4243537553 
17.0 34.0 1.0 1.0 1.0 2.0 2.2633037595501624 199986.2316302383 769928.8381329355 1950836.5370273083 
22.0 44.0 1.0 1.0 1.0 2.0 1.3383308724889023 155716.2286662354 961321.8182240167 1080392.534361424 
7.0 14.0 1.0 1.0 2.0 3.0 1.2148615485234084 155265.5540337728 614937.1204100922 1991146.7722752653 
63.0 37.619096772260065 1.0 1.0 1.0 3.0 1.6717570836586584 191891.3699216379 819454.8410510105 1751617.4246998657 
6.0 12.0 1.0 1.0 2.0 1.0 2.1064168529208613 145309.10023525226 504806.19892488193 1951747.4081137367 
3.0 4.155620447653875 1.0 1.0 4.0 2.0 0.9925112557199328 161373.76529442065 936735.7668034979 1661215.6802267479 
96.0 22.683192345081935 1.0 1.0 4.0 1.0 1.7105536619494248 127100.60475754239 731753.547295895 1968817.5228910195 
7.0 14.0 1.0 1.0 1.0 2.0 2.1545858410469463 155568.87151239545 618544.0911836069 1961766.552372897 
36.0 25.39744522411263 1.0 1.0 1.0 1.0 1.7806255155603692 190082.11305594957 624035.7267656133 1276665.0726124991 
7.0 7.401732865712717 1.0 1.0 2.0 3.0 2.1545858410469463 158856.49079374038 605781.699939886 1916561.9623751515 
24.0 48.0 1.0 1.0 2.0 1.0 1.2403260354842702 155511.36276497124 617737.999677715 1405966.5531185367 
16.0 32.0 1.0 1.0 1.0 1.0 1.986289258478214 119203.34511121288 616540.8458220796 1107415.8747537262 
29.0 32.0 1.0 1.0 4.0 1.0 1.5010492739463994 166202.3679213014 979226.4529721809 1273126.7920349895 
30.0 60.0 1.0 1.0 1.0 1.0 1.125615624930631 104137.41168594333 658242.1693196212 1185951.0000586351 
